,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,first_three_cols
1541,"KEYNOTE SPEECH DELIVERED BY BABATUNDE RAJI FASHOLA, SAN AT THE UNITED NATIONS SPONSORED FEDERAL ROAD SAFETY CORPS CAPACITY BUILDING FOR IMPLEMENTATION OF THE UNITED NATIONS ROAD SAFETY LEGAL INSTRUMENT.txt",road,roads,frsc,must,traffic,reduce,within,design,bad,safety,road roads  frsc
792,Building a Connected Taraba: Roads to Development and Prosperity.txt,road,roads,state,gombe,construction,ensuring,taraba,future,local,every,road roads  state
2546,Strengthening Niger State: Paving the Way to Progress.txt,road,roads,state,niger,plan,development,economic,future,every,people,road roads  state
505,"AN ADDRESS DELIVERED BY HIS EXCELLENCY, MR. AKINWUNMI AMBODE , GOVERNOR OF LAGOS STATE AT THE INAUGURATION OF THE  NEWLY CONSTITUTED LAGOS STATE COUNCIL OF OBAS AND CHIEFS HELD AT THE BANQUET HALL OF LAGOS HOUSE,ALAUSA-IKEJA ON MONDAY 21ST MAY, 2018..txt",royal,council,state,fathers,obas,oba,development,government,chiefs,members,royal council  state
1196,"GOVERNOR OF LAGOS STATE AT THE INAUGURATION OF THE NEWLY CONSTITUTED LAGOS STATE COUNCIL OF OBAS AND CHIEFS HELD AT THE BANQUET HALL OF LAGOS HOUSE, DELIVERED BY HIS EXCELLENCY, MR. AKINWUNMI AMBODE.txt",royal,council,state,fathers,obas,oba,development,government,chiefs,lagos,royal council  state
506,"AN ADDRESS DELIVERED BY HIS EXCELLENCY, MR. AKINWUNMI AMBODE , GOVERNOR OF LAGOS STATE AT THE INAUGURATION OF THE NEWLY CONSTITUTED LAGOS STATE COUNCIL OF OBAS AND CHIEFS HELD AT THE BANQUET HALL OF LAGOS HOUSE,ALAUSA-IKEJA ON MONDAY 21ST MAY, 2018..txt",royal,council,state,fathers,obas,oba,development,government,chiefs,members,royal council  state
2344,SPEECH_Adesina_Future_of_Rural_World-_Berlin_Germany_April_27_2017 (1).txt,rural,africa,african,must,access,development,bank,million,support,food,rural africa  african
2345,SPEECH_Adesina_Future_of_Rural_World-_Berlin_Germany_April_27_2017.txt,rural,africa,african,must,access,development,bank,million,support,food,rural africa  african
2656,"The Deputy National Chairman (South) of the All Progressives Congress, APC, Mr Segun Oni said at the weekend that he would resign from his position one month before the governorship primary of his party coming up early next year, to enable him participate as aspirant..txt",said,party,met,would,makarfi,governorship,constitution,resign,campaign,one,said party  met
2655,"The Deputy National Chairman  of the All Progressives Congress,Mr Segun Oni said at the weekend that he would resign from his position one month before the governorship primary to enable him participate as aspirant..txt",said,party,met,would,makarfi,governorship,constitution,resign,campaign,one,said party  met
2238,SAVINGS MANAGEMENT IN DEVELOPING COUNTRIES.txt,savings,financial,institutions,developing,bank,mobilization,countries,economic,institutional,capital,savings financial  institutions
2237,SAVINGS MANAGEMENT IN DEVELOPING COUNTRIES BY CHIEF (DR) J.O. SANUSI GOVERNOR CENTRAL BANK OF NIGERIA.txt,savings,financial,institutions,developing,mobilization,economic,bank,institutional,capital,formal,savings financial  institutions
1410,"INAUGURAL SPEECH BY DR. SAM O. EGWU, HONOURABLE MINISTER OF EDUCATION OF NIGERIA AND CHIEF GUEST AT THE OCCASION OF THE JOINT INAUGURAL CEREMONY OF THE 1ST COMSATS’ CONSULTATIVE AND THE 12TH COMSATS’ COORDINATING COUNCIL MEETINGS BEING HOSTED BY THE NATIONAL MATHEMATICAL CENTRE, ABUJA, NIGERIA AT THE ABUJA SHERATON HOTEL AND TOWERS ON 27TH APRIL, 2009 .txt",science,technology,development,national,education,countries,world,also,coordinating,council,science technology  development
1409,"INAUGURAL SPEECH BY DR. SAM O. EGWU, HONOURABLE MINISTER OF EDUCATION OF NIGERIA AND CHIEF GUEST AT THE OCCASION OF THE JOINT INAUGURAL CEREMONY OF THE 1ST COMSATS’ CONSULTATIVE AND THE 12TH COMSATS’ COORDINATING COUNCIL MEETINGS BEING HOSTED BY THE NATIONAL MATHEMATICAL CENTRE, ABUJA, NIGERIA .txt",science,technology,development,national,states,education,world,also,coordinating,council,science technology  development
2572,THE 9TH TOWN HALL MEETING ON SECURITY.txt,security,lagos,state,must,town,hall,safety,challenges,meeting,like,security lagos  state
1161,Full text of Sanwo-Olu’s speech at Stakeholders’ Security Meeting.txt,security,lagos,state,government,stakeholders,also,okada,meeting,noted,riders,security lagos  state
146, Second-Term Speech.txt,service,us,nigerians,political,would,nigeria,never,many,still,public,service us  nigerians
1132,Full Text of President Obasanjo's Abuja Second-Term Speech.txt,service,us,nigerians,political,would,nigeria,never,many,still,public,service us  nigerians
2332,"SPEECH OF PRESIDENT SHEHU SHAGARI ON OCTOBER 1, 1979.txt",shall,government,national,great,need,country,education,new,nigeria,building,shall government  national
1415,INAUGURAL SPEECH OF PRESIDENT SHEHU SHAGARI.txt,shall,government,national,great,need,country,education,new,nigeria,building,shall government  national
92," PRESIDENT SHEHU SHAGARI ON OCTOBER 1, 1979.txt",shall,government,national,great,need,country,education,new,nigeria,building,shall government  national
2089,"President Shehu Shagari's Inaugural Address – October 1, 1979.txt",shall,government,national,great,need,country,education,new,nigeria,building,shall government  national
1413,"INAUGURAL SPEECH OF PRESIDENT SHEHU SHAGARI ON OCTOBER 1, 1979.txt",shall,government,national,great,need,country,education,new,nigeria,building,shall government  national
1414,INAUGURAL SPEECH OF PRESIDENT SHEHU SHAGARI ON OCTOBER 1.txt,shall,government,national,great,need,country,education,new,nigeria,building,shall government  national
456,"ADDRESS BY HIS EXCELLENCY, PRESIDENT BOLA AHMED TINUBU, GCFR, PRESIDENT AND COMMANDER-IN-CHIEF, FEDERAL REPUBLIC OF NIGERIA IN COMMEMORATION OF THE 63RD INDEPENDENCE ANNIVERSARY OF NIGERIA.txt",shall,nation,nigeria,also,us,would,better,must,may,new,shall nation  nigeria
2093,President Tinubu’s Independence Anniversary Speech 2023.txt,shall,nation,nigeria,also,us,would,better,must,may,new,shall nation  nigeria
2094,President Tinubu’s Independence Anniversary Speech.txt,shall,nation,nigeria,also,us,would,better,must,may,new,shall nation  nigeria
455,"ADDRESS BY HIS EXCELLENCY, PRESIDENT BOLA AHMED TINUBU, GCFR, PRESIDENT AND COMMANDER-IN-CHIEF, FEDERAL REPUBLIC OF NIGERIA IN COMMEMORATION OF THE 63RD INDEPENDENCE ANNIVERSARY OF NIGERIA ON SUNDAY, 1ST OCTOBER, 2023.txt",shall,nation,nigeria,also,us,would,better,must,may,new,shall nation  nigeria
97, President Bola Tinubu on Nigeria’s 63rd independence day anniversary..txt,shall,nation,nigeria,also,us,would,better,must,may,new,shall nation  nigeria
2732,Tinubu delivers first Independence Day speech as president.txt,shall,nation,nigeria,also,us,would,better,must,may,new,shall nation  nigeria
411,"A Time to Rebuild: TEXT OF A SPEECH BY DR ALEX C. OTTI, OFR, ON HIS INAUGURATION AS GOVERNOR OF ABIA STATE May 29, 2023.txt",shall,state,abia,must,also,us,one,government,time,support,shall state  abia
412,"A Time to Rebuild: TEXT OF A SPEECH BY DR ALEX C. OTTI, OFR, ON HIS INAUGURATION AS GOVERNOR OF ABIA STATE.txt",shall,state,abia,must,also,us,one,government,time,support,shall state  abia
1077,First Inaugural Address by President Bola Ahmed Tinubu .txt,shall,us,nation,nigeria,administration,must,one,may,never,nigerian,shall us  nation
1059,FULL TEXT: Tinubu’s inaugural speech as president.txt,shall,us,nation,nigeria,administration,must,policy,one,may,never,shall us  nation
175, Tinubu’s inaugural speech as president.txt,shall,us,nation,nigeria,administration,must,policy,one,may,never,shall us  nation
1821,"Nigeria's President, Tinubu’s inaugural speech.txt",shall,us,nation,nigeria,administration,must,policy,one,may,never,shall us  nation
1078,"First Inaugural Address by President Bola Ahmed Tinubu Delivered on May 29, 2023 at the Eagle Square, Abuja.txt",shall,us,nation,nigeria,administration,must,one,may,never,nigerian,shall us  nation
2735,Tinubu’s inaugural speech as Nigeria’s President.txt,shall,us,nation,nigeria,administration,must,policy,one,may,never,shall us  nation
45," First Inaugural Address by President Bola Ahmed Tinubu Delivered on May 29, 2023 at the Eagle Square, Abuja.txt",shall,us,nation,nigeria,administration,must,policy,one,may,never,shall us  nation
44, First Inaugural Address by President Bola Ahmed Tinubu .txt,shall,us,nation,nigeria,administration,must,policy,one,may,never,shall us  nation
2044,"President Bola Tinubu delivered his inaugural address on Monday, May 29 at the Eagle Square, Abuja..txt",shall,us,nation,nigeria,administration,must,policy,advertisement,one,may,shall us  nation
46, First Inaugural Address by President Bola Ahmed Tinubu.txt,shall,us,nation,nigeria,administration,must,policy,one,may,never,shall us  nation
2800,VICE-CHANCELLOR’S ADDRESS AT THE INAUGURAL MEETING WITH THE HEADS OF DEPARTMENTS AND UNITS TOGETHER WE CAN MOVE THE MOUNTAIN Delivered on 2nd March 2023.txt,staff,academic,university,community,institution,development,global,teamwork,student,foster,staff academic  university
2799,9th Sha‘ban 1444 AH.txt,staff,academic,university,community,institution,development,global,teamwork,student,foster,staff academic  university
1087,For The Record: Full text of Adamawa governor’s inaugural speech.txt,state,adamawa,shall,people,us,change,god,government,come,work,state adamawa  shall
535,Adamawa State Governor Ahmadu Umaru Fintiri’s 2023 Inaugural Speech.txt,state,adamawa,shall,must,continue,thank,first,support,one,urban,state adamawa  shall
1140,Full text of Adamawa governor’s inaugural speech.txt,state,adamawa,shall,people,us,change,god,government,come,work,state adamawa  shall
714,"BUDGET PRESENTATION BY HIS EXCELLENCY, MR. AKINWUNMI AMBODE, GOV OF LAGOS STATE.txt",state,budget,continue,year,focus,lagos,revenue,shall,due,journey,state budget  continue
715,"BUDGET PRESENTATION BY HIS EXCELLENCY, MR. AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE.txt",state,budget,continue,lagos,year,focus,revenue,well,shall,road,state budget  continue
2663,The Governor.txt,state,cross,river,new,create,extend,embracing,era,governance,digital,state cross  river
2522,"State-Wide Address To Mark The First Year Anniversary Of The Governorship Of His Excellency, Senator Prince Bassey Edet Otu, Governor Of Cross River State.txt",state,cross,river,oil,development,one,also,first,year,past,state cross  river
1044,FOR THE RECORD: Sheriff Oborevwori’s inaugural speech as Delta governor.txt,state,delta,administration,people,new,also,government,shall,governor,okowa,state delta  administration
1436,"Inaugural Address by Rt. Hon. Sheriff Francis Orowhedor Oborevwori, Governor Of Delta State, On Monday, May 29, 2023, At The Stephen Keshi Stadium, Asaba..txt",state,delta,administration,government,shall,people,governor,new,also,human,state delta  administration
1089,For The Record: Full text of Inauguration speech of Delta Governor Ifeanyi Okowa.txt,state,delta,development,technical,four,business,good,first,also,government,state delta  development
1152,Full text of Inauguration speech of Delta Governor Ifeanyi Okowa.txt,state,delta,development,technical,four,good,first,business,also,government,state delta  development
1437,"Inaugural Address by Rt. Hon. Sheriff Francis Orowhedor Oborevwori, Governor Of Delta State, On Monday, May 29, 2023, At The Stephen Keshi Stadium, Asaba.txt",state,delta,governor,members,administration,deputy,government,shall,people,new,state delta  governor
2383,Sheriff Oborevwori’s inaugural speech as Delta governor.txt,state,delta,governor,okowa,administration,shall,people,leadership,public,also,state delta  governor
1402,"INAUGURAL ADDRESS BY RT. HON. SHERIFF FRANCIS  OROWHEDOR OBOREVWORI, GOVERNOR OF DELTA  STATE, ON MONDAY, MAY 29, 2023, AT THE STEPHEN  KESHI STADIUM, ASABA..txt",state,delta,governor,page,members,government,administration,deputy,shall,house,state delta  governor
1652,Lt.-Col. Murtala Mohammed Addresses Mid-West on Recapture of Benin.txt,state,federal,rebel,troops,people,nigeria,benin,brothers,sisters,military,state federal  rebel
1650,Lt. Col. Murtala Mohammed Addresses Mid-West on Recapture of Benin.txt,state,federal,rebel,troops,people,nigeria,brothers,sisters,military,may,state federal  rebel
1046,FOR THE RECORD: Umo Eno’s inaugural speech as Akwa Ibom governor.txt,state,god,thank,dear,great,political,worthy,one,cannot,udom,state god  thank
2584,"THE INAUGURAL SPEECH BY HIS EXCELLENCY, PASTOR UMO ENO, GOVERNOR, AKWA IBOM STATE.txt",state,god,thank,dear,great,political,worthy,one,cannot,akwa,state god  thank
1230,Gov. Ahmed's 2nd Term Declaration Speech 2018.txt,state,kwara,second,new,term,across,ilorin,greater,make,health,state kwara  second
1231,Gov. Ahmed's 2nd Term Declaration Speech.txt,state,kwara,second,new,term,across,ilorin,greater,make,health,state kwara  second
2336,"SPEECH PRESENTED BY HIS EXCELLENCY, MR. AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE, ON THE OCCASION OF THE FIRST QUARTERLY TOWN HALL MEETING IN Y2018 (THE TENTH IN THE SERIES) HELD AT BLUE ROOF  LAGOS TELEVISION (LTV) COMPLEX, LATEEF JAKANDE ROAD, AGIDINGBI, IKEJA ON THURSDAY JANUARY 11TH 2018..txt",state,lagos,new,last,budget,year,total,government,commissioned,health,state lagos  new
1336,"HIS EXCELLENCY, MR. AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE, ON THE OCCASION OF THE FIRST QUARTERLY TOWN HALL MEETING IN Y2018 (THE TENTH IN THE SERIES) HELD AT BLUE ROOF  LAGOS TELEVISION (LTV) COMPLEX, LATEEF JAKANDE ROAD, AGIDINGBI, IKEJA ON THURSDAY JANUARY 11TH 2018..txt",state,lagos,new,last,budget,year,total,government,commissioned,health,state lagos  new
487,"ADDRESS PRESENTED BY HIS EXCELLENCY, MR. AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE, ON THE OCCASION OF THE FIRST QUARTERLY TOWN HALL MEETING IN Y2018 (THE TENTH IN THE SERIES) HELD AT BLUE ROOF LAGOS TELEVISION (LTV) COMPLEX, LATEEF JAKANDE ROAD, AGIDINGBI, IKEJA ON THURSDAY JANUARY 11TH 2018.﻿.txt",state,lagos,new,last,budget,year,total,government,commissioned,health,state lagos  new
473,"ADDRESS DELIVERED BY HIS EXCELLENCY, MR. AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE AS MODERATOR OF LAGOS STATE POLYTECHNIC AT THE 25TH CONVOCATION CEREMONY HELD AT THE POLYTECHNIC CONVOCATION GROUND, IKORODU CAMPUS ON THURSDAY, 9TH MARCH, 2017..txt",state,lagos,polytechnic,must,learning,become,education,rise,providing,pleasure,state lagos  polytechnic
474,"ADDRESS DELIVERED BY HIS EXCELLENCY, MR. AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE AS MODERATOR OF LAGOS STATE POLYTECHNIC AT THE 25TH CONVOCATION CEREMONY HELD AT THE POLYTECHNIC CONVOCATION GROUND, IKORODU CAMPUS ON THURSDAY, 9TH MARCH, 2017.txt",state,lagos,polytechnic,students,institutions,education,year,tertiary,must,academic,state lagos  polytechnic
1325,"HIS EXCELLENCY MR. AKINWUNMI AMBODE ON THE SECURITY SITUATION IN LAGOS STATE ON 30TH SEPTEMBER, 2018.txt",state,lagosians,security,primary,lagos,law,government,every,dear,political,state lagosians  security
1999,"PRESS STATEMENT BY HIS EXCELLENCY MR. AKINWUNMI AMBODE ON THE SECURITY SITUATION IN LAGOS STATE ON 30TH SEPTEMBER, 2018.txt",state,lagosians,security,primary,law,government,every,dear,lagos,political,state lagosians  security
2350,"STATEMENT BY HIS EXCELLENCY MR. AKINWUNMI AMBODE ON THE SECURITY SITUATION IN LAGOS STATE ON 30TH SEPTEMBER, 2018.txt",state,lagosians,security,primary,law,government,every,dear,lagos,political,state lagosians  security
1065,"Farewell Address By His Excellency, Governor Akinwunmi Ambode, At The End Of His Administration As Governor Of Lagos State.txt",state,last,us,god,lagos,governor,four,many,place,new,state last  us
653,Ambode bids Lagosians farewell (FULL SPEECH).txt,state,last,us,god,four,many,place,lagos,new,governor,state last  us
478,"ADDRESS DELIVERED BY HIS EXCELLENCY, MR. AKINWUNMI AMBODE, THE GOVERNOR OF LAGOS STATE, ON THE OCCASION OF THE SWEARING-IN OF NEW MEMBERS OF THE STATE EXECUTIVE COUNCIL HELD ON MONDAY 5TH FEBRUARY, 2018..txt",state,new,members,executive,lagos,work,vision,working,achieve,council,state new  members
1337,"HIS EXCELLENCY, MR. AKINWUNMI AMBODE, THE GOVERNOR OF LAGOS STATE, ON THE OCCASION OF THE SWEARING-IN OF NEW MEMBERS OF THE STATE EXECUTIVE COUNCIL HELD ON 5TH FEBRUARY, 2018..txt",state,new,members,lagos,executive,work,vision,working,achieve,council,state new  members
507,"AN ADDRESS DELIVERED BY HIS EXCELLENCY, MR. AKINWUNMI AMBODE, THE GOVERNOR OF LAGOS STATE, ON THE OCCASION OF THE SWEARING-IN OF NEW MEMBERS OF THE STATE EXECUTIVE COUNCIL HELD ON MONDAY 5TH FEBRUARY, 2018..txt",state,new,members,executive,lagos,work,vision,working,achieve,council,state new  members
1910,Ogun governor’s(Prince Dapo Abiodun) inaugural speech May 30 2019.txt,state,ogun,government,development,good,work,shall,security,well,ensure,state ogun  government
1155,Full text of Ogun governor’s inaugural speech.txt,state,ogun,government,development,good,work,shall,security,well,ensure,state ogun  government
1909,Ogun governor’s inaugural speech.txt,state,ogun,government,development,good,work,shall,security,well,ensure,state ogun  government
1090,For The Record: Full text of Ogun governor’s inaugural speech.txt,state,ogun,government,development,good,work,shall,security,well,ensure,state ogun  government
1086,For The Record: El-Rufai’s 2019 inauguration speech as Kaduna governor.txt,state,people,continue,kaduna,government,us,public,every,also,health,state people  continue
997,El-Rufai’s 2019 inauguration speech as Kaduna governor.txt,state,people,continue,kaduna,government,us,public,every,also,health,state people  continue
2586,"THE INAUGURAL SPEECH DELIVERED BY HIS EXCELLENCY, BARR. CALEB MANASSEH MUTFWANG.txt",state,plateau,shall,development,must,government,new,ensure,people,make,state plateau  shall
2585,"THE INAUGURAL SPEECH DELIVERED BY HIS EXCELLENCY, BARR. CALEB MANASSEH MUTFWANG, THE EXECUTIVE GOVERNOR OF PLATEAU STATE, AT HIS INAUGURATION AT THE RWANG PAM TOWNSHIP STADIUM, JOS.txt",state,plateau,shall,new,development,must,government,ensure,people,make,state plateau  shall
1045,FOR THE RECORD: Siminalayi Fubara’s inaugural speech as Rivers governor.txt,state,rivers,god,continue,healthcare,people,support,thank,excellency,party,state rivers  god
2389,Siminalayi Fubara’s inaugural speech as Rivers governor.txt,state,rivers,god,support,thank,continue,us,healthcare,people,work,state rivers  god
442,"ADDRESS BY HIS EXCELLENCY MR. AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE AT THE COMMISSIONING OF LAGOS-OGUN STATE BOUNDARY NETWORK OF 21 ROADS (LOCATION 3- NEW IKOLA BRIDGE ""OLD ODO OBASANJO BRIDGE"" IN ALIMOSHO LOCAL GOVERNMENT ON MONDAY,2ND APRIL,2018..txt",state,road,construction,government,vision,provide,connectivity,ogun,within,local,state road  construction
443,"ADDRESS BY HIS EXCELLENCY MR. AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE AT THE COMMISSIONING OF LAGOS-OGUN STATE BOUNDARY NETWORK OF 21 ROADS (LOCATION 3- NEW IKOLA BRIDGE (OLD ODO OBASANJO BRIDGE) IN ALIMOSHO LOCAL GOVERNMENT ON MONDAY,2ND APRIL,2018.txt",state,road,construction,government,roads,vision,provide,connectivity,ogun,within,state road  construction
1327,"HIS EXCELLENCY MR. AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE AT THE COMMISSIONING OF LAGOS-OGUN STATE BOUNDARY NETWORK OF 21 ROADS (LOCATION 3- NEW IKOLA BRIDGE (OLD ODO OBASANJO BRIDGE) IN ALIMOSHO LOCAL GOVERNMENT ON 2ND APRIL,2018.txt",state,road,construction,government,roads,lagos,vision,provide,connectivity,ogun,state road  construction
1092,For The Record: Tambuwal’s 2019 inaugural speech as Sokoto governor.txt,state,sokoto,us,people,water,administration,government,development,health,shall,state sokoto  us
2617,Tambuwal’s 2019 inaugural speech as Sokoto governor.txt,state,sokoto,us,people,water,administration,government,development,health,shall,state sokoto  us
1307,"Gowon's broadcast to the nation May 27, 1967..txt",states,country,military,federal,eastern,new,state,government,region,present,states country  military
1306,Gowon's broadcast to the nation - Dividing Nigeria into Twelve States.txt,states,country,military,federal,eastern,new,state,government,region,present,states country  military
923,Danger of a Single Story.txt,stories,people,single,story,like,read,many,could,roommate,would,stories people  single
2651,The Danger of a Single Story.txt,stories,people,single,story,like,read,many,could,roommate,would,stories people  single
824,"CHIMAMANDA NGOZI ADICHIE ""The Danger of a Single Story"" delivered at TEDGlobal in July of 2009.txt",stories,people,single,story,nigerian,like,read,many,could,roommate,stories people  single
2650,The Danger of a Single Story delivered by CHIMAMANDA NGOZI ADICHIE.txt,stories,people,single,story,like,read,many,could,roommate,would,stories people  single
1465,Incorporated(MOFI) Public Wealth Management Conference..txt,strategic,temasek,transcorp,private,value,mofi,unlock,set,assets,power,strategic temasek  transcorp
2969,vMy Speech at the Ministry of Finance Incorporated(MOFI) Public Wealth Management Conference..txt,strategic,temasek,transcorp,private,value,mofi,unlock,set,assets,group,strategic temasek  transcorp
1764,My Speech at the Ministry of Finance Incorporated(MOFI) Public Wealth Management Conference..txt,strategic,temasek,transcorp,private,value,mofi,unlock,set,assets,power,strategic temasek  transcorp
2286,"SPEECH BY MR. GODWIN I. EMEFIELE, CON GOVERNOR, CENTRAL BANK OF NIGERIA AT THE MEETING WITH SERVICE CHIEFS AND CHIEF EXECUTIVES OF UNIFORMED SERVICES IN NIGERIA TOWARDS REVIVING THE TEXTILE INDUSTRY THROUGH ENFORCEMENT OF EXECUTIVE ORDER 003 IN SUPPORT OF LOCAL CONTENT IN PROCUREMENT BY MDAS 11 TH JULY 2019.txt",textile,garment,nigerian,uniformed,factories,local,sector,production,quality,nigeria,textile garment  nigerian
2285,"SPEECH BY MR. GODWIN I. EMEFIELE, CON GOVERNOR, CENTRAL BANK OF NIGERIA AT THE MEETING WITH SERVICE CHIEFS AND CHIEF EXECUTIVES OF UNIFORMED SERVICES IN NIGERIA TOWARDS REVIVING THE TEXTILE INDUSTRY THROUGH ENFORCEMENT OF EXECUTIVE ORDER .txt",textile,garment,nigerian,uniformed,factories,local,sector,production,quality,nigeria,textile garment  nigerian
1874,"OPENING REMARKS BY MR. GODWIN I. EMEFIELE, CON GOVERNOR, CENTRAL BANK OF NIGERIA AT THE MEETING WITH SERVICE CHIEFS AND CHIEF EXECUTIVES OF UNIFORMED SERVICES IN NIGERIA TOWARDS REVIVING THE TEXTILE INDUSTRY THROUGH ENFORCEMENT OF EXECUTIVE ORDER 003 IN SUPPORT OF LOCAL CONTENT IN PROCUREMENT BY MDAS 11 TH JULY 2019.txt",textile,garment,nigerian,uniformed,factories,local,sector,production,quality,nigeria,textile garment  nigerian
1929,"Opening Remarks By Governor Godwin I. Emefiele, CON. at Meeting With Service Chiefs and Chief Executives of Uniformed Services in Nigeria..txt",textile,garment,nigerian,uniformed,factories,local,sector,production,quality,nigeria,textile garment  nigerian
753,Bola Ahmed Tinubu's Acceptance Speech.txt,thank,shall,nation,us,nigeria,president,democratic,political,one,campaign,thank shall  nation
1128,Full Text Of Tinubu’s Acceptance Speech.txt,thank,shall,nation,us,nigeria,president,democratic,political,advertisement,one,thank shall  nation
651,Ambition vs. aspiration with philosopher Agnes Callard.txt,think,people,like,would,value,gonna,trying,really,get,things,think people  like
1547,Kara Swisher on speaking truth to power (Transcript).txt,think,people,like,really,get,lot,would,could,gonna,one,think people  like
2929,Your Insecurities Aren’t What You Think They Are.txt,think,people,like,feel,really,actually,good,going,make,want,think people  like
1372,How to make generosity contagious.txt,think,people,like,something,generosity,one,actually,really,give,someone,think people  like
2615,Tafawa Balewa's  independence speech.txt,today,nigeria,us,independence,shall,upon,representatives,must,first,great,today nigeria  us
259,"(1960) SIR ABUBAKAR TAFAWA BALEWA, “INDEPENDENCE DAY”.txt",today,nigeria,us,independence,shall,upon,representatives,must,first,great,today nigeria  us
258,"(1960) SIR ABUBAKAR TAFAWA BALEWA, “INDEPENDENCE DAY” POSTED ONAUGUST 20, 2009BY.txt",today,nigeria,us,independence,shall,upon,representatives,must,first,great,today nigeria  us
2710,The Years of Childhood Wole Soyinka.txt,town,early,childhood,aké,following,school,fascinating,seen,traditional,wole,town early  childhood
646,Aké: The Years of Childhood Wole Soyinka.txt,town,early,childhood,aké,following,school,fascinating,seen,traditional,wole,town early  childhood
2353,"STATEMENT BY HIS EXCELLENCY, PROF, YEMI OSINBAJO, SAN, GCON, VICE PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA AT THE 52ND ANNUAL NATIONAL CONFERENCE OF THE CHARTERED INSTITUTE OF PERSONNEL MANAGEMENT THEMED: “NIGERIA AND MANPOWER PREPAREDNESS FOR THE AFRICAN CONTINENTAL FREE TRADE AREA” ON THE 26TH OF NOVEMBER, 2020.txt",trade,afcfta,must,free,also,national,african,area,opportunities,negotiations,trade afcfta  must
2279,"SPEECH BY HIS EXCELLENCY, PROF. YEMIOSINBAJO, SAN, GCON, VICE PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA AT THE 52ND ANNUAL NATIONAL CONFERENCE OF THE CHARTERED INSTITUTE OF PERSONNEL MANAGEMENT THEMED: “NIGERIA AND MANPOWER PREPAREDNESS FOR THE AFRICAN CONTINENTAL FREE TRADE AREA” ON THE 26TH OF NOVEMBER, 2020.txt",trade,afcfta,must,free,also,national,african,area,opportunities,negotiations,trade afcfta  must
2354,"STATEMENT BY HIS EXCELLENCY, PROF. YEMI OSINBAJO, SAN, GCON, VICE PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA AT THE 52ND ANNUAL NATIONAL CONFERENCE OF THE CHARTERED INSTITUTE OF PERSONNEL MANAGEMENT THEMED: “NIGERIA AND MANPOWER PREPAREDNESS FOR THE AFRICAN CONTINENTAL FREE TRADE AREA” ON THE 26TH OF NOVEMBER, 2020.txt",trade,afcfta,must,free,also,national,african,area,opportunities,negotiations,trade afcfta  must
2355,"STATEMENT BY HIS EXCELLENCY, PROF. YEMIOSINBAJO, SAN, GCON, VICE PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA AT THE 52ND ANNUAL NATIONAL CONFERENCE OF THE CHARTERED INSTITUTE OF PERSONNEL MANAGEMENT THEMED: “NIGERIA AND MANPOWER PREPAREDNESS FOR THE AFRICAN CONTINENTAL FREE TRADE AREA” ON THE 26TH OF NOVEMBER, 2020.txt",trade,afcfta,must,free,also,national,african,area,opportunities,negotiations,trade afcfta  must
342,52nd Annual National Conference Of The Chartered Institute Of Personnel Management.txt,trade,afcfta,must,free,also,national,african,area,opportunities,negotiations,trade afcfta  must
1303,"Governor of Oyo State, at the Coronation and Birthday Anniversary Celebration of the Osemawe and Paramount Ruler of Ondo Kingdom, His Imperial Majesty, Oba (Dr) Adesimbo Kiladejo, CFR,’ on Friday, 10 November 2023..txt",traditional,people,state,one,oyo,institutions,systems,role,development,possible,traditional people  state
1266,Governor Seyi Makinde’s Lecture The Role of Traditional Institutions in Socioeconomic Development in Nigeria.txt,traditional,people,state,oyo,institutions,one,systems,role,development,possible,traditional people  state
1302,"Governor of Oyo State, at the Coronation and Birthday Anniversary Celebration of the Osemawe and Paramount Ruler of Ondo Kingdom, His Imperial Majesty, Oba (Dr) Adesimbo Kiladejo, CFR, titled ‘The Role of Traditional Institutions in Socioeconomic Development in Nigeria’ on Friday, 10 November 2023..txt",traditional,people,state,one,oyo,institutions,systems,role,development,possible,traditional people  state
2268,"SPEECH BY HIS EXCELLENCY, MR. AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE AT THE OFFICIAL COMMISSIONING OF IKEJA BUS TERMINAL, IKEJA ON 29TH MARCH 2018..txt",transport,bus,lagos,people,new,phase,infrastructure,system,support,buses,transport bus  lagos
