,Filepath,0,1,2,3,4,5,6,7,8,9
1549,Serenity: The Art of Inner Alchemy.txt,us,inner,serenity,practice,depths,embark,journey,mindfulness,art,present
1550,Serenity: The Journey Inward.txt,us,serenity,inner,practice,life,peace,external,inviting,journey,present
1551,Serenity: The Path to Inner Harmony.txt,us,inner,serenity,journey,practice,emerges,deep,sense,gentle,tranquil
1552,Serenity: The Sacred Symphony of Being.txt,us,serenity,sacred,practice,life,embrace,inviting,presence,art,awaken
1553,Serenity: The Symphony of Soulful Silence.txt,us,serenity,inner,find,gentle,beckons,sacred,present,art,sanctuary
1554,Serenity: The Symphony of Soulful Stillness.txt,us,serenity,gentle,dance,embrace,quiet,weaving,rhythm,within,beckons
1555,Seroprevalence of ruminant brucellosis in three selected local government areas of Taraba state.txt,brucellosis,local,et,al,samples,milk,veterinary,government,sheep,cattle
1556,Sexual_Activity_and_Contraceptive_Knowle.txt,students,among,de,sexual,young,women,sexually,pregnancy,likely,active
1557,Shangisha.txt,shangisha,neighborhood,urban,sense,residents,serene,upscale,blend,residential,within
1558,"Shell paid $1.09bn in taxes, royalties in 2023 – Report.txt",shell,nigeria,companies,report,development,energy,paid,revenue,operations,company
1559,Silent epidemic: Gombe’s endless battle with growing children HIV menace.txt,hiv,zainab,antenatal,took,gombe,living,correspondent,treatment,became,stigma
1560,Six Nigerian celebrities who defy norms by marrying older women.txt,age,love,married,despite,older,nigerian,joseph,societal,celebrities,knows
1561,"Sleeping driver rams into trucks in Ogun, injure two.txt",two,driver,sienna,control,rammed,lost,injured,aro,state,trapped
1562,Socio-Pragmatic Exploration of Honorifics and Humilifics in Ibiobio Languages.txt,honoriﬁcs,humiliﬁcs,ibibio,used,society,people,social,diﬀerent,material,person
1563,Sociolinguistics_of_the_Varieties_of_Wes.txt,pidgin,language,english,used,african,nigerian,use,cpe,paper,cameroon
1564,Sokoto State.txt,sokoto,state,economic,islamic,cultural,government,education,including,challenges,role
1565,Some Theories and Concepts of Intergroup and Conflict Relations in the Western Niger Delta of Nigeria.txt,conflict,intergroup,relations,groups,peace,nigeria,social,theory,niger,human
1566,Some_Issues_in_Formal_Music_Education_in.txt,music,education,nigeria,school,secondary,schools,state,musical,government,african
1567,Sometimes.txt,human,humans,author,scientific,revolution,become,development,modern,agricultural,book
1568,Somolu.txt,somolu,lagos,local,state,printing,retrieved,gove,area,popul,rnment
1569,Songs of Sorrow 1 and 2 .txt,great,world,go,tell,treated,cannot,extreme,beyond,turn,rain
1570,Songs_on_the_battlefield_Biafra_s_powerf.txt,songs,biafra,biafran,igbo,war,anyi,shall,song,du,track
1571,Sope Durodola And Ifeanyi Nwoye Appointed As Acting National Secretary and National Auditor.txt,national,sope,acting,durodola,ifeanyi,nwoye,secretary,executive,committee,replaced
1572,"South Korea pledges $24 billion for development and trade assistance in Nigeria, African nations.txt",african,korean,korea,development,billion,africa,cooperation,critical,south,dollars
1573,Speech at lunch for Nigerian President (Shehu Shagari).txt,mr,britain,countries,great,country,new,last,within,many,hope
1574,Speech by Head of State Lt-General Olusegun Obasanjo after the Execution of the Officers that Carried out the Abortive Dimka Coup of February 1976 (Speech Delivered May 1976).txt,government,military,yakubu,public,abortive,coup,british,nigerian,council,federal
1575,Speech by Major-General Yakubu Gowon Declaring a Twelve State Structure for Nigeria – May 1967.txt,military,states,federal,eastern,country,state,new,government,region,comprising
1576,Speech-By-His-Excellency-Muhammadu-Buhari-President-Of-The-Federal-Republic-Of-Nigeria.txt,national,billion,budget,assembly,naira,projects,cut,federal,provisions,provision
1577,"Speeches on the Nigerian Civil War: A Historical Documentation, Biafran and Federal Perspectives, Volume I.txt",speeches,nigerian,war,biafran,civil,global,federal,understanding,used,support
1578,"Spousal battery tops sexual, gender-based violence in Akwa Ibom.txt",cases,spousal,state,justice,battery,violence,convictions,rape,case,uyo
1579,"Spousal battery tops sexual, gender-based violence in A’Ibom.txt",cases,spousal,state,justice,battery,violence,convictions,rape,case,uyo
1580,Stakeholders Step Up Move to Produce Gov AbdulRazaq’s Successor in Kwara.txt,state,political,kwara,party,former,governor,apc,governorship,representing,federal
1581,Stanbic IBTC Insurance Launches  Education Endowment Plan.txt,education,endowment,parents,plan,product,said,investing,stanbic,ibtc,launch
1582,Standing Strong Against Terrorism in Nigeria.txt,us,tirelessly,freedom,fear,let,must,one,challenge,way,face
1583,Star Witness.txt,trump,cohen,former,testify,payment,daniels,scheme,also,testimony,white
1584,"State Police: Your Position unacceptable, Lagos Assembly blasts IGP Egbetokun.txt",state,police,nigeria,would,lagos,assembly,security,solve,position,establishment
1585,State of Local Government Elections in Nigeria.txt,local,government,system,electoral,political,state,elections,goes,democratic,especially
1586,State police can fix Zamfara massacres.txt,bandits,state,zamfara,government,federal,persons,five,banditry,nigeria,police
1587,"State police: Your position unacceptable, Lagos Assembly tells IGP.txt",state,police,lagos,nigeria,would,assembly,speaker,security,solve,house
1588,"Statement at Dodan Barracks on January 15, 1970 by Major-General Phillip Efiong (Officer Administering the Republic of Biafra).txt",government,republic,accept,phillip,officer,administering,wish,make,following,affirm
1589,Statement | Almass Elman: A statement from Extremely Together.txt,devastated,young,ilwad,youth,another,activist,engaged,violent,extremism,family
1590,"Sterling Bank, firm explore Nigerian AI potential in new report.txt",ai,growth,report,driving,economic,comprehensive,overview,ecosystem,role,innovation
1591,"Stop ex-minister Diezani from using my name, estranged husband urges court.txt",marriage,diezani,respondent,using,use,legal,name,petitioner,first,court
1592,"Stop exposing waste to avoid communicable diseases,  Ogun warns residents.txt",waste,residents,avoid,state,appeal,refuse,areas,spread,cholera,management
1593,"Stop heating up polity in Ijaw nation, group tells Diri.txt",ijaw,bayelsa,nation,diri,political,governor,murder,sylva,group,former
1594,"Stop non-state actors from collecting taxes, CITN tells govt.txt",government,actors,taxes,collecting,stop,citn,communiqué,going,national,security
1595,Strategies for Improving Quality of Education in Nigeria through the Use of Community Informatics Social E-Learning Network.txt,community,education,quality,social,cisen,online,local,network,system,educational
1596,Strengthening Nigeria’s Political Parties for Good Governance.txt,political,parties,party,also,governance,democratic,serve,citizens,public,policy
1597,Student with kidney disease faces removal from UK.txt,university,mrs,says,agazie,uk,student,kidney,disease,told,pay
1598,"Students to Learn Leadership Skills, Academic Excellence Via iLead Programme.txt",leadership,programme,maxwell,ilead,nigeria,skills,transform,students,next,generation
1599,"Suit against Agip, DSS: Court fixes May 9th for final addresses.txt",court,set,final,agip,state,suit,nigerian,oil,arrest,detention
1600,Sunshine sink Rivers to boost survival hope.txt,goal,sunshine,united,game,keep,sports,result,ibrahim,win,rivers
1601,"Support govt on quality healthcare, Olu Alo urges Nig.txt",olu,healthcare,hospital,less,sam,alo,support,government,quality,services
1602,Systems_of_cattle_housing.txt,e,cow,free,cows,u,system,n,housing,l,trifunovi
1603,TBT-Sep-Oct-Jun-2023_Adults_Book_508C.txt,hours,provided,minutesby,commercial,one,adult,new,life,world,family
1604,THAT SMALL BUSINESSES MAY THRIVE.txt,per,small,cent,msmes,country,businesses,support,medium,enterprises,nigeria
1605,THE ABUSE OF INNOCENT CHILDREN.txt,children,child,violence,one,act,incidence,also,nigerian,forms,experience
1606,THE ADVOCATE OF AHOADA.txt,kemi,niger,river,advocate,town,clear,environmental,community,story,delta
1607,THE BEACON OF BRASS.txt,obinna,making,niger,beacon,town,fight,environmental,story,oil,journey
1608,THE BEACON OF BRASSS.txt,obinna,making,niger,beacon,town,fight,environmental,story,oil,journey
1609,THE Bat is half a bird and half a rodent.txt,rats,birds,half,partly,fighting,b,bird,lives,earth,shun
1610,THE CHAMPION OF BONNY.txt,zainab,niger,delta,town,environmental,challenges,fight,unwavering,powerful,making
1611,THE COLLABORATIVE PATH TO AI SUCCESS: A BLUEPRINT FOR NIGERIA’S FUTURE.txt,ai,collaboration,international,nigeria,enhance,foster,research,collaborative,efforts,drive
1612,THE EFIK PEOPLE ORIGIN  MIGRATION.txt,atai,efiom,efik,ekpe,iboku,ema,people,ekpo,town,eyo
1613,THE FACTOR OF TRADE IN THE DIPLOMATIC RELATIONS BETWEEN THE NUPE PEOPLE AND THE ILORIN EMIRATE.txt,nupe,ilorin,people,trade,history,university,among,yoruba,relations,nupeland
1614,THE FISHERMAN'S DAUGHTER.txt,ifeoma,oil,environmental,tirelessly,far,take,heart,niger,worked,day
1615,THE GUARDIAN OF THE MANGROVES.txt,chinedu,mangroves,niger,delta,environmental,village,guardian,environment,oil,continued
1616,THE LAST DETECTIVE - ROBERT CRAIS.txt,ben,like,pike,e,know,would,starkey,see,w,get
1617,THE LION AND THE JEWEL.txt,book,lion,jewel,one,reading,wole,read,bonuola,know,dry
1618,THE SEARCH FOR SECURITY IN MUSLIM NORTHERN NIGERIA.txt,al,kano,muslim,nigeria,hisba,police,new,would,even,local
1619,THE SPIRIT OF OGONI.txt,amara,ogoni,oil,began,giving,spirit,village,young,air,father
1620,THE VOICE OF WARRII.txt,ada,city,niger,waterways,fight,environmental,community,story,voice,journey
1621,THE WARRIOR OF WATERS.txt,emeka,river,town,began,niger,local,take,sense,hope,unwavering
1622,THE ancient King Oduduwa had a great many grandchildren.txt,king,elephant,cuts,akiti,pieces,soil,upon,became,two,could
1623,THE water.txt,water,one,pink,crabs,find,nip,bird,always,stands,search
1624,THERE is a certain country where the inhabitants have heads but no bodies.txt,head,one,heads,old,woman,asked,would,lend,thanked,went
1625,THERE once was a poor man who was very kind to animals and birds.txt,poor,ants,hut,gold,man,could,saw,treasure,miser,great
1626,THERE was a certain lazy and disagreeable man whom everyone called.txt,ants,pillar,ole,day,everyone,saw,building,thought,sit,see
1627,THERE was a famine in the land.txt,tortoise,tree,chop,branches,king,went,cried,stand,day,one
1628,THERE was a grey parrot which knew how to speak and had the habit of correcting anybody who did not tell the truth.txt,parrot,man,found,bird,cried,habit,neighbour,woman,beautiful,asked
1629,THE_NARRATIVE_VOICE_IN_FLORA_NWAPAS_EFUR.txt,women,efuru,african,female,woman,male,men,print,writers,works
1630,THE_PRINT_MEDIA_LANDSCAPE_IN_NIGERIA_AND.txt,media,e,conflict,nigeria,print,nigerian,r,public,p,w
1631,THE_QUEST_FOR_QUALITY_MANAGEMENT_IN_ALBANIAN_PUBLI.txt,journal,de,european,education,scientific,january,edition,social,et,economic
1632,THE_STATE_OF_POLITICS_GOVERNANCE_AND_DEMOCRACY_IN_NIGERIA.txt,state,politics,political,nigeria,power,governance,journal,public,law,democratic
1633,THE_YORUBAS_MYTH_OF_ORIGIN.txt,yoruba,ife,myth,obatala,origin,people,oduduwa,ancient,also,account
1634,"TO STEAL OR NOT TO STEAL Literary review of Ayi Kweih Armah’s, ‘The Beautyful ones are not yet born’ 2 of 3.txt",novel,could,man,one,beautyful,would,yet,life,many,never
1635,TOP 11 NEW TECHNOLOGIES IN AI: EXPLORING THE LATEST TRENDS.txt,new,ai,technologies,gpt,language,chat,every,artificial,intelligence,used
1636,TORTOISE and Pigeon were often seen walking together.txt,tortoise,pigeon,came,friend,reached,eat,like,king,often,come
1637,TORTOISE and a Cloud once made the following agreement.txt,tortoise,cloud,rain,house,money,back,much,fine,would,sun
1638,TORTOISE had many enemies.txt,tortoise,one,enemies,kill,said,made,asleep,saw,shell,pool
1639,TORTOISE was always fond of making mischief between harmless people.txt,tortoise,elephant,said,hippo,one,came,boasting,strength,pull,log
1640,TRANSFORMING-NIGERIAS-ECONOMY.txt,economic,also,oil,plan,social,national,growth,medium,term,economy
1641,"TRCN gains bargaining power, joins union for universities, research institutes.txt",trcn,union,teachers,branch,mohammed,government,ssauthriai,members,chairman,support
1642,TSU_Shooting-Script_Oct18.txt,chike,motunrayo,grace,madame,edem,young,night,white,revision,elesho
1643,Tafawa Balewa’s Speech On Nigeria’s Independence Day.txt,nigeria,today,independence,us,day,shall,representatives,must,first,great
1644,Tales The Country Told Me.txt,go,gold,want,state,one,know,think,rivers,business,even
1645,"Talmage,+Thomas+De+Witt,+500+Selected+Sermons,+Vol.+11.txt",talmage,sermons,ofthe,upon,years,shall,god,inthe,never,would
1646,"Talmage,+Thomas+lected+Sermons,+Vol.+11.txt",talmage,sermons,ofthe,upon,years,shall,god,inthe,never,would
1647,Taraba State.txt,taraba,state,cultural,economic,ethnic,including,government,education,challenges,tourism
1648,Tax now highest revenue source to federation – FG.txt,tax,revenue,government,cybersecurity,sustainable,culture,levy,source,conference,federation
1649,Teacher Education in Nigeria_ Past Present and Future Challenges.txt,education,teacher,teachers,nigeria,training,teaching,educational,nigerian,british,government
1650,TeachersEducation.txt,education,teacher,institutions,nigeria,journal,development,educational,data,international,academic
1651,Teaching Ibibio Indigenous Knowledge to children through drama in akwa ibom state.txt,ibibio,language,children,indigenous,drama,knowledge,play,participants,society,people
1652,Teaching_Human_Rights_Education_A_Foucau.txt,married,health,girls,adolescent,adolescents,reproductive,sexual,respondents,marriage,rural
1653,"Team Dasuki Organizes Spelling Bee, Reading Competition to Mark Lawmaker’s Birthday.txt",students,kebbe,government,event,team,dasuki,secondary,abdussamad,competition,local
1654,"Tech firm launches AI keyboard with Yoruba, Igbo, Pidgin, over 180 other African languages.txt",keyboard,said,communicate,cdial,impact,native,social,launch,multilingual,artificial
1655,Tech giants pledge AI safety commitments — including a ‘kill switch’ if they can’t mitigate risks.txt,ai,companies,commitments,development,frontier,agreed,risks,would,said,including
1656,TechScape: The people charged with making sure AI doesn’t destroy humanity have left the building.txt,ai,openai,safety,new,one,former,last,summit,day,time
1657,Technological Themes.txt,track,students,youth,audience,established,african,lyricist,renowned,ability,weave
1658,"Tela Maize Controversy: A Threat to Nigeria’s Health, Environment, Sovereignty and Food Security?.txt",tela,maize,health,food,environmental,potential,concerns,agricultural,crop,transparency
1659,"Terry G picks Wizkid as all-time greatest, affirms Burna Boy as present king.txt",terry,wizkid,burna,davido,music,wiz,g,maintained,position,boy
1660,Text of the National Broadcast by President Tinubu to Nigerians on Current Economic Challenges.txt,billion,economy,subsidy,money,also,economic,people,states,sector,fund
1661,The 1999 Constitution is Not a Fake Document!.txt,constitution,military,national,government,assembly,federation,new,even,general,decree
1662,The 2023 general elections in Nigeria marked a significant chapter in the nation.txt,elections,political,electoral,voter,significant,democratic,candidates,nigeria,reflecting,parties
1663,The 36 States of Nigeria.txt,state,known,states,cultural,agricultural,located,economic,city,oil,significant
1664,The AI Decision Problem Is Two-Fold.txt,ai,quality,need,even,use,make,results,far,support,bad
1665,The AI Summit Singapore Comes to Asia Tech x Singapore.txt,ai,summit,singapore,asia,series,inaugural,technology,across,edition,part
1666,The Ajakaye Ancestors.txt,ayo,village,forest,ancient,orunmila,protected,chief,ventured,respecting,young
1667,The Alchemist's Quest.txt,aurelia,heart,full,ancient,secrets,mind,amidst,forest,lay,quest
1668,The Ancestral Cult of the Efik and the Veneration of the Saints Michael Ukpong Offiong 1993.txt,efik,one,african,ancestors,traditional,many,people,old,also,god
1669,The Ancestral Forest.txt,ayo,village,forest,ancient,orunmila,protected,chief,ventured,respecting,young
1670,The Armament of Sobriety: A Tribute to Prof. Akpan Hogan Ekpo.txt,professor,state,government,governor,would,ekpo,akwa,ibom,committee,economic
1671,The Artisan's Legacy.txt,rilwan,life,statue,heart,lay,quest,full,essence,within,would
1672,"The Ballot Newsletter, Issue 3.txt",local,electoral,government,siecs,state,elections,election,would,including,administrative
1673,The Baobab's Wisdom.txt,beneath,baobab,wisdom,strength,learns,vast,savannah,northern,sun,earth
1674,The Best of Lagos Photo.txt,lagos,photo,lagosphoto,city,curated,africa,contemporary,african,photography,artists
1675,The Big Question.txt,icc,would,netanyahu,war,court,israel,hamas,israeli,prime,arrest
1676,The Bustling City.txt,emily,book,within,heart,pages,found,amidst,away,books,every
1677,The Calabash and the Missing Drumbeat (Hausa folktale).txt,calabash,city,yusuf,rhythmic,drum,missing,bustling,drummer,resonated,filling
1678,The Chibok girls.txt,girls,chibok,education,global,abduction,boko,international,united,freed,impact
1679,"The Civil War is Over Speech Broadcast by (Biafran) Major-General Phillip Effiong on Monday, January 12, 1970.txt",chief,government,people,suffering,help,military,armed,forces,peaceful,thank
1680,"The Coup Speech That Overthrew Buhari On August 27, 1985.txt",action,military,nation,made,government,nigerian,country,nigerians,power,aspirations
1681,The Crisis of Democracy.txt,democracy,political,democracies,democratic,middle,liberal,us,least,many,human
1682,The Danger of Running Multiple Budgets Concurrently.txt,budget,budgets,supplementary,capital,administration,running,even,president,year,new
1683,The Danger of a Single Story.txt,stories,people,single,story,like,read,many,could,roommate,would
1684,The Drumbeat of Unity.txt,drummers,sense,nigeria,drum,city,begins,come,walks,life,drums
1685,The Drummer's Rhythm A Tale of Unity.txt,ade,city,beat,rhythm,streets,music,young,drumming,far,could
1686,The Duke.txt,nigerian,duchess,harry,nigeria,duke,visit,prince,abuja,may,royal
1687,The Essence of Human Connection: Perspectives Through Various Lenses.txt,human,connection,connections,essence,ayomide,offers,philosophical,oseni,poetic,moyo
1688,The Forgotten Key.txt,forgotten,lila,key,power,hidden,would,heart,world,darkness,streets
1689,The Forgotten Melody.txt,melody,emily,forgotten,time,amidst,old,music,depths,something,love
1690,The Forgotten Symphony.txt,gabriel,walls,forgotten,within,theater,grand,world,found,music,spirit
1691,The Former Names of Lagos Nigeria in Historical Perspective.txt,lagos,british,name,yoruba,names,african,portuguese,european,history,historical
1692,The Future of Enterprise AI isn’t about More Data – It’s About The Right Data.txt,data,ai,customer,trust,enterprise,business,companies,trusted,models,employees
1693,The Future of State Independent Electoral Commissions (SIECs) in Nigeria: Reform or Abolish?.txt,local,government,elections,electoral,state,inec,independent,conduct,siecs,political
1694,The Gardener's Legacy.txt,enitan,plant,heart,lay,magical,full,beauty,held,flowers,petals
1695,The Golden Gara.txt,tunji,music,known,kora,one,young,man,named,surulere,played
1696,The Guardian of the Mangroves.txt,chinedu,niger,mangroves,delta,environmental,story,guardian,oil,organized,began
1697,The Guardian's Legacy.txt,aria,secrets,hidden,ancient,lay,realm,eyes,guardians,upon,relic
1698,The Harvest Hope.txt,earth,yam,farmlands,southwestern,rich,promise,harvest,villagers,celebrate,yams
1699,The Hausa Culture.txt,hausa,social,cultural,traditional,religious,communal,significant,often,festivals,rich
1700,The Hidden Well.txt,well,adaeze,hidden,wisdom,map,village,chidi,nneka,known,ancient
1701,The Homogeneity of Igbo Culture.txt,igbo,people,also,university,social,believe,political,journal,west,among
1702,The Hunter and the Talking Tortoise (Ibibio folktale).txt,talking,tortoise,ekpo,wise,respect,forest,neighboring,hunter,deep,eyes
1703,The Imasuen Technique.txt,film,shot,also,jackie,narrative,films,plate,director,one,nigerian
1704,The Impact Of Islam And Shariah On The Culture Of Ilorin Emirate.txt,ilorin,afonja,islam,yoruba,people,said,sholagberu,town,arrival,one
1705,The Impact of Stock Market Performance upon Economic Growth[#351956]-362817.txt,market,stock,financial,markets,economic,investment,growth,capital,funds,developed
1706,The Imperative of Sustainable Development in Nigeria: A Call to Action.txt,sustainable,nigeria,environmental,development,future,approach,economic,progress,fostering,education
1707,The Journey Home.txt,chidi,would,home,journey,set,village,amidst,boy,way,back
1708,The Joys of Motherhood Theme of Men and Masculinity.txt,ibo,traditional,manhood,wives,children,man,culture,like,nnu,nnaife
1709,"The June 12 Speech That Got MKO Abiola Arrested, Led To His Death.txt",people,rule,military,nigeria,national,election,government,minority,president,federal
1710,"The June 12, 1993 Election is Annulled. Speech of General Ibrahim Babangida – June 26, 1993.txt",presidential,national,administration,country,election,political,also,electoral,fellow,defence
1711,The King’s Horseman’: Toronto Review.txt,elésin,final,film,british,king,yoruba,tradition,oba,shame,horseman
1712,The Kofi Annan Foundation is delighted to announce the members of the Kofi Annan Commission on Food Security..txt,food,kofi,annan,security,global,commission,brings,together,group,experts
1713,The Lighthouse Keeper's Promise.txt,amidst,like,elijah,sea,upon,would,beacon,guiding,storm,isla
1714,The Lion and the Hunter.txt,hunter,would,young,set,lion,chief,back,bush,one,meat
1715,The Lion and the Jewel :Summary and Study Guide.txt,sidi,lakunle,bale,village,play,traditional,though,like,way,baroka
1716,The Lion and the Jewel Study Guide.txt,lion,jewel,also,soyinka,play,africa,folk,nigerian,wole,notable
1717,The Lion and the Jewel.txt,lakunle,sidi,baroka,sadiku,play,village,saying,tells,would,also
1718,The Lion and the jewel [Book Review].txt,sidi,lakunle,lion,jewel,understand,one,classic,evergreen,holds,fondness
1719,"The Making of African Megacities_ a case of Lagos, Nigeria.txt",lagos,urban,waste,state,city,development,management,governance,megacity,economic
1720,The Market's Symphony.txt,amidst,every,life,traders,bustling,marketplace,voices,sun,market,goods
1721,The Most Bloody Cult Massacre On A School Campus: How Black Axe Carried Out The OAU Massacre Of 1999.txt,massacre,oau,issues,cult,within,nigerian,security,youth,groups,law
1722,The Musician's Overture.txt,melody,luca,heart,city,amidst,like,found,streets,fingers,bustling
1723,The New Nigerian Super Eagles.txt,super,eagles,nigerian,new,team,players,football,challenges,talents,defensive
1724,The New World Disorder: Challenges for the UN in the 21st Century.txt,world,international,states,new,united,order,many,nations,rights,even
1725,The Nigerian Agricultural Growth.txt,agricultural,agriculture,sector,crops,nigeria,land,economic,production,also,development
1726,The Nigerian Coat of Arms.txt,coat,arms,nigerian,national,symbol,shield,values,black,white,heritage
1727,The Nigerian Executive Arm of Government.txt,executive,arm,president,nigerian,responsible,national,economic,security,government,administration
1728,The Nigerian Flag.txt,flag,nigerian,national,symbol,unity,design,green,diverse,nigeria,among
1729,The Nigerian Judiciary Arm of Government.txt,judiciary,court,judicial,courts,legal,justice,ensuring,nigerian,high,access
1730,The Nigerian Legislator.txt,nigerian,legislators,legislative,public,ensuring,security,interest,addressing,trust,future
1731,The Nigerian National Anthem.txt,national,anthem,nigerian,nation,nigerians,call,serve,peace,values,political
1732,The Nigerian National Pledge.txt,pledge,national,nigerian,values,unity,line,loyalty,role,sense,commitment
1733,The Nigerian State Governors.txt,governors,state,development,economic,security,federal,governance,challenges,effective,states
1734,The Oba of Benin.txt,oba,benin,ewuare,cultural,traditional,heritage,role,significant,political,kingdom
1735,The Odùduwà Myth and the Farce of Yorùbá Unity 1.txt,yorùbá,odùduwà,elite,political,group,unity,emergence,history,association,one
1736,The Odùduwà Myth and the Farce of Yorùbá Unity 2.txt,yorùbá,unity,one,could,groups,promote,elite,political,among,different
1737,The Origin of the Hausa.txt,hausa,cultural,city,historical,social,significant,economic,political,heritage,rich
1738,The Origin of the Yoruba.txt,yoruba,cultural,ile,rich,influence,religious,significant,social,language,traditions
1739,The Painter's Silent Symphony.txt,eva,amidst,knew,heart,brush,essence,could,never,silent,studio
1740,The Role of Interreligious Dialogue in Environmental Protection in Nigeria.txt,environmental,religious,religions,dialogue,human,nigeria,religion,common,also,people
1741,The Role of Media Coverage in Girl Child Education in Nigeria: A Case Study of Punch Newspaper.txt,education,child,media,study,girl,nigeria,role,human,coverage,access
1742,The Science of Gratitude: How Cultivating Thankfulness Transforms Lives.txt,gratitude,profound,individuals,social,often,overall,satisfaction,research,transformative,effects
1743,The Seeker's Pilgrimage.txt,erioluwa,world,ancient,lay,journey,heart,full,boundaries,within,hidden
1744,The Seeker's Reverie.txt,cosmic,oreoluwa,celestial,quest,heart,full,mysteries,amidst,nexus,universe
1745,The Socio-Cultural Functionality of Yoruba Court Poetry.txt,also,poetry,court,study,ycp,monarch,yorùbá,yoruba,functions,society
1746,The Song of the River.txt,niger,life,song,waters,aminu,gentle,like,flow,sense,us
1747,The Spirit of Ogoni.txt,amara,ogoni,began,oil,spirit,village,young,air,father,stories
1748,The Supreme Court Rules that Youth Party is a Registered Party The Supreme Court Rules that Youth Party is a Registered Party.txt,party,inec,court,action,defendant,youth,law,rule,judicial,supreme
1749,The Three Major Geo.txt,nigeria,economic,major,zones,western,region,geo,ethnic,eastern,northern
1750,The Trouble With Nigeria.txt,nigeria,nigerian,one,many,state,african,states,also,federal,review
1751,The Vibrant Tapestry of Igbo Culture.txt,igbo,cultural,social,religious,known,significant,culture,historical,contemporary,people
1752,The Voyager's Odyssey.txt,kabir,spirit,horizon,heart,full,lay,amidst,destination,beauty,found
1753,The Weaver of Dreams.txt,ngozi,dreams,wonder,upon,village,dream,weaving,beheld,every,humble
1754,The Weaver's Legacy.txt,weaving,aisha,tradition,craft,art,discovered,ancient,city,modernity,threads
1755,The Weaver's Quest.txt,yetunde,tapestry,beauty,power,peace,heart,full,serenity,loom,fabric
1756,The Weaver's Tapestry Stories of Strength and Resilience.txt,fatima,city,art,tapestries,became,story,resilience,thread,woven,life
1757,The Weaver's Tapestry of Destiny.txt,tapestry,amara,thread,threads,light,amidst,fingers,like,set,always
1758,The Weaver's Whisper.txt,oyins,heart,lay,thread,full,silver,amidst,mind,natural,found
1759,The Whispers of the Baobab Tree Tales from the Savannah.txt,kwame,baobab,whispers,ancient,held,odom,rainbow,crystal,savannah,heart
1760,The Wonderful World of Snacks.txt,snacking,snacks,world,energy,offer,snack,healthy,delicious,provide,savory
1761,The Young African Poets Anthology-Ernest Ogunyemi.txt,like,african,young,poets,poetry,us,make,one,also,time
1762,The ajao twins.txt,would,joey,even,like,never,could,parents,girls,knew,kids
1763,The benefits of stress relieving treatment in a Healing Forest Program.txt,forest,ranca,iop,stress,healing,relieving,figure,upas,program,simulation
1764,The changing face of lagos.txt,lagos,state,government,development,also,urban,planning,land,new,city
1765,The changing religious composition of Nigeria.txt,fertility,nigeria,muslims,sharia,among,religious,women,christians,muslim,law
1766,The experience of married adolescent girls in northern Nigeria.txt,girls,married,north,percent,age,marriage,young,west,health,east
1767,The flavours of Nigerian cuisine with author Lerato Umah-Shaylor.txt,sweet,many,roasted,yam,people,rich,soup,leaves,nigerian,plantain
1768,"The future is intelligent: How AI can drive growth in Nigeria, By Ibrahim Shelleng.txt",ai,potential,technology,critical,movie,human,economic,nation,harness,business
1769,The future is intelligent: How AI can drive growth in Nigeria.txt,ai,potential,technology,critical,movie,human,economic,nation,harness,business
1770,The light in the darkness.txt,light,house,mama,even,love,joy,bustling,city,port,beacon
1771,The people and partnerships changing the world.txt,progress,stories,every,made,around,world,best,gates,hope,inspired
1772,The rise of intelligent automation as a strategic differentiator.txt,automation,blue,process,intelligent,case,citizen,million,work,company,one
1773,The role of forest therapy in promoting physical and mental health.txt,journal,health,et,international,research,public,iop,environmental,environment,earth
1774,The school and contemporary education in Nigeria:  Lessons from John Dewe.txt,education,social,dewey,must,system,one,school,john,educational,concept
1775,The-Bulletin-07-11-September.txt,iita,project,agricultural,yam,research,farmers,agriculture,improved,development,also
1776,The-Richest-Man-In-Babylon-George-S.-Clason-Z-Library.txt,man,e,thou,thy,babylon,gold,would,good,upon,one
1777,The-Transcendentalist.txt,transcendentalist,ralph,waldo,every,yet,like,man,new,thought,without
1778,The-health-benefits-of-meditation-and-being-mindful.txt,ß,mindfulness,attention,meditation,et,mind,brain,associated,mental,one
1779,TheLegalityofAbortioninNigeriaMattersArising.txt,abortion,nigeria,women,right,unsafe,accessed,legality,health,without,code
1780,TheTroubleWithNigeriaRevisited.txt,nigeria,one,people,something,know,ow,ca,think,really,god
1781,The_Biafra_Question_A_Socio_Cultural_Exa.txt,igbo,biafra,south,nigeria,world,political,nigerian,people,federal,points
1782,The_Form_and_Content_of_O_basa_s_Weekly.txt,news,yoru,form,content,e,volume,ethiopia,also,number,newspaper
1783,The_Nigerian_movie_industry_Nollywood_a.txt,nollywood,movies,marketing,nigerian,movie,african,industry,poor,also,international
1784,The_Nupe_People_of_Nigeria.txt,nupe,people,national,nigeria,bida,university,later,traditional,yoruba,women
1785,The_dissolved_and_solid_load_carried_by.txt,niger,river,dissolved,water,load,discharge,conductivity,lake,senegal,km
1786,The_effect_of_information_technology_inv.txt,health,care,financial,performance,increased,information,outsourcing,investment,services,productivity
1787,The_perception_and_practice_of_tradition.txt,plants,leaves,traditional,cancer,used,treatment,medicine,medicinal,cancers,hausa
