,Filepath,0,1,2,3,4,5,6,7,8,9
2315,"SPEECH DELIVERED BY HIS EXCELLENCY, PROF. YEMI OSINBAJO, SAN, GCON, VICE PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA AT THE COMMISSIONING OF THE KENSINGTON ADEBUNKOLA ADEBUTU FOUNDATION, KAAF, AUDITORIUM, DEPARTMENT OF HUMAN NUTRITION AND DIETETICS AT THE UNIVERSITY OF IBADAN, OYO STATE ON THE.txt",university,must,nutrition,private,department,research,best,government,food,philanthropy
2316,"SPEECH DELIVERED BY HIS EXCELLENCY, PROF. YEMI OSINBAJO, SAN, GCON, VICE PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA AT THE COMMISSIONING OF THE KENSINGTON ADEBUNKOLA ADEBUTU FOUNDATION, KAAF, AUDITORIUM, DEPARTMENT OF HUMAN NUTRITION AND DIETETICS AT THE UNIVERSITY OF IBADAN, OYO STATE.txt",university,must,nutrition,private,department,research,best,government,food,philanthropy
2317,"SPEECH DELIVERED BY PRINCE ROTIMI AGUNSOYE AT THE CENTER FOR 21ST CENTURY ISSUES ORGANISED INTERNATIONAL WOMENS’ DAY CELEBRATION ON SUNDAY 8TH FEBRUARY 2015, AT RIGHTS HOUSE, 43, ADENIYI JONES, IKEJA, LAGOS..txt",women,political,men,politics,nigeria,participation,still,years,often,gender
2318,"SPEECH DELIVERED BY RAJI FASHOLA, SAN AT THE NATIONAL COUNCIL ON POWER ON THURSDAY 21ST SEPTEMBER 2017 IN JOS, PLATEAU STATE.txt",power,states,sector,service,state,help,section,local,government,actions
2319,SPEECH DELIVERED BY THE AG SGF AT KADUNA.txt,government,youth,workshop,speech,sensitization,bauchi,president,administration,areas,programme
2320,"SPEECH DELIVERED BY THE EXECUTIVE GOVERNOR OF BORNO STATE PROF BABAGANA UMARA ZULUM MNI,  TODAY DURING THE OCCASION OF THE CELEBRATION OF DEMOCRACY DAY IN BORNO STATE .txt",borno,democracy,day,government,may,president,state,therefore,peace,muhammadu
2321,"SPEECH DELIVERED BY THE SECRETARY TO THE GOVERNMENT OF THE FEDERATION, BARR. BOSS G. MUSTAPHA, AT THE SENSITIZATION WORKSHOP ON PRESIDENT MUHAMMADU BUHARI’S ACHIEVEMENTS, YOUTHS ATTITUDINAL CHANGE AND VOCATIONAL SKILLS ACQUISITION PROGRAMME, HELD IN BAUCHI ON SATURDAY, 4 TH NOVEMBER, 2017..txt",government,areas,president,social,remind,administration,efforts,east,make,economy
2322,"SPEECH DELIVERED BY THE SECRETARY TO THE GOVERNMENT OF THE FEDERATION, BARR. BOSS G. MUSTAPHA, AT THE SENSITIZATION WORKSHOP ON PRESIDENT MUHAMMADU BUHARI’S ACHIEVEMENTS, YOUTHS ATTITUDINAL CHANGE AND VOCATIONAL SKILLS ACQUISITION PROGRAMME.txt",government,areas,president,social,remind,administration,efforts,east,school,make
2323,"SPEECH DELIVERED BY UMARU IBRAHIM, MNI, MANAGING DIRECTOR AND CHIEF EXECUTIVE OFFICER,NIGERIA DEPOSIT INSURANCE CORPORATION, AT THE 2015 EXECUTIVE BREAKFAST MEETING OF THE SOCIETY FOR CORPORATE GOVERNANCE NIGERIA,16TH JUNE 2015..txt",banks,bank,corporate,financial,banking,ndic,governance,board,deposit,billion
2324,"SPEECH OF BRIGADIER SANI ABACHA, DECEMBER 1, 1984 – RETURN OF MILITARY RULE.txt",federal,national,government,armed,nigeria,fellow,countrymen,leadership,people,including
2325,"SPEECH OF GENERAL ABDULSALAM ABUBAKAR AFTER THE DEATH OF MKO ABIOLA - JULY 8, 1998.txt",chief,one,national,abiola,government,address,must,autopsy,fellow,leadership
2326,"SPEECH OF GENERAL ABDULSALAM ABUBAKAR AFTER THE DEATH OF MKO ABIOLA – JULY 8, 1998.txt",chief,one,national,abiola,government,address,must,autopsy,fellow,leadership
2327,"SPEECH OF HIS EXCELLENCY GOVERNOR ABDULRAHMAN ABDULRAZAQ (CON) AT HIS SECOND TERM INAUGURATION CEREMONY IN GOVERNMENT HOUSE ILORIN ON MONDAY MAY 29, 2023.txt",kwara,government,also,state,development,international,people,another,four,thank
2328,"SPEECH OF HIS EXCELLENCY PRESIDENT BUHARI AT THE COMMISSIONING OF THE KADUNA INLAND DRY PORT ON JANUARY 4, 2018.txt",dry,ports,inland,port,kaduna,importers,exporters,also,facilities,state
2329,SPEECH OF HIS EXCELLENCY PRESIDENT MUHAMMADU BUHARI AT THE 2020 APPROPRIATION BILL SIGNING INTO LAW.txt,national,budget,appropriation,bill,assembly,thank,senate,honourable,worked,ensure
2330,"SPEECH OF HIS EXCELLENCY, GOVERNOR ADEMOLA ADELEKE AT THE PRESENTATION OF YEAR 2024 DRAFT BUDGET OF OSUN STATE BEFORE THE HOUSE OF ASSEMBLY..txt",hundred,honourable,budget,state,members,osun,draft,house,nine,four
2331,"SPEECH OF HIS EXCELLENCY, PROF. YEMI OSINBAJO, SAN, GCON, VICE PRESIDENT, FEDERAL REPUBLIC OF NIGERIA, AT THE “CONVERSATIONS ON NIGERIA’S UNITY IN DIVERSITY: CHALLENGES, OPPORTUNITIES, BENEFITS”, AND PUBLIC PRESENTATION OF A BOOK, THE MEMORY OF SEASONS, BY ARUKAINO UMUKORO AT THE YAR’DUA CENTRE, ABUJA ON THE 12TH OF MAY, 2023.txt",imagine,country,one,hear,also,people,every,read,talk,stories
2332,"SPEECH OF PRESIDENT SHEHU SHAGARI ON OCTOBER 1, 1979.txt",shall,government,national,great,need,country,education,new,nigeria,building
2333,"SPEECH OF THE GOVERNOR OF ENUGU STATE, HIS EXCELLENCY, DR. PETER NDUBUISI MBAH, ON THE AFFIRMATION OF HIS ELECTORAL VICTORY BY THE SUPREME COURT, AT THE GOVERNMENT HOUSE, ENUGU, ON DECEMBER 22, 2023..txt",enugu,people,court,us,thank,god,judicial,support,prayers,every
2334,SPEECH OF THE SGF AT NAIIS LUNCH.txt,nigeria,survey,aids,impact,control,epidemic,federal,technical,indicator,hiv
2335,"SPEECH PRESENTED BY HIS EXCELLENCY, MR AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE, ON THE OCCASION OF THE SECOND QUARTERLY TOWN HALL MEETING IN YEAR 2018  (THE ELEVENTH IN THE SERIES) HELD AT APAPA AMUSEMENT PARK ON TUESDAY APRIL 17, 2018.txt",lagos,state,law,residents,road,across,also,government,make,security
2336,"SPEECH PRESENTED BY HIS EXCELLENCY, MR. AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE, ON THE OCCASION OF THE FIRST QUARTERLY TOWN HALL MEETING IN Y2018 (THE TENTH IN THE SERIES) HELD AT BLUE ROOF  LAGOS TELEVISION (LTV) COMPLEX, LATEEF JAKANDE ROAD, AGIDINGBI, IKEJA ON THURSDAY JANUARY 11TH 2018..txt",state,lagos,new,last,budget,year,total,government,commissioned,health
2337,SPEECH: Keynote Address Delivered By The Deputy Governor At The State Media Summit.txt,education,school,state,students,teachers,public,policy,government,osun,schools
2338,SPEECH: Osun AGF's Intervention On Justice Oloyede Petition Against Gov Aregbesola.txt,state,petition,osun,governor,justice,aregbesola,government,folahanmi,salaries,hence
2339,"SPEECHES Opening Remarks By H.E Ambassador Bankole Adeoye, Commissioner for Political Affairs, Peace and Security.txt",security,au,ssr,sector,commission,african,policy,member,support,states
2340,"SPEECHES Remarks by Commissioner for Political Affairs, Peace and Security at the Inaugural Lessons Learned Forum on African Union Peace Support Operations and the African Standby Force.txt",au,psos,lessons,peace,ensure,well,inaugural,forum,first,us
2341,"SPEECHES Speech by the Executive Secretary, United Nations Economic Commission for Africa.txt",identity,civil,legal,registration,development,systems,many,important,identification,support
2342,"SPEECHES Statement by Ambassador Albert M. Muchanga African Union Commissioner for Economic Development, Trade, Tourism, Industry and Minerals.txt",financial,illicit,flows,tax,africa,african,domestic,let,also,resource
2343,"SPEECHES Statement of Ms. Leila Ben Ali, Ag. Director of the African Migration Observatory (AMO) on the occasion of Training Of Trainers Workshop on “Leave No Migrant Behind: The 2030 Agenda and Data Disaggregation Guide”.txt",agenda,african,data,union,migration,development,regional,commission,countries,africa
2344,SPEECH_Adesina_Future_of_Rural_World-_Berlin_Germany_April_27_2017 (1).txt,rural,africa,african,must,access,development,bank,million,support,food
2345,SPEECH_Adesina_Future_of_Rural_World-_Berlin_Germany_April_27_2017.txt,rural,africa,african,must,access,development,bank,million,support,food
2346,"SPPECH OF HIS EXCELLENCY PRESIDENT MUHAMMADU BUHARI AT THE GROUNDBREAKING CEREMONY OF KANO – KATSINA – JIBIYA – MARADI (NIGER REPUBLIC) RAIL LINE WITH BRANCH LINE FROM KANO TO DUTSE, ON FEBRUARY 9, 2021..txt",line,rail,republic,transportation,niger,railway,state,kano,economic,port
2347,SQI COLLEGE OF ICT.txt,college,learning,vision,africa,behalf,governing,staff,pleasure,privilege,welcome
2348,STANDING TALL 2: Selected Speeches of Olusegun Obasanjo.txt,new,must,need,africa,healthy,lost,remain,cannot,afford,take
2349,"STATE BROADCAST BY THE EXECUTIVE GOVERNOR OF AKWA IBOM STATE, HIS EXCELLENCY CHIEF GODSWILL OBOT AKPABIO (CON), ON THE OCCASION OF THE 27TH ANNIVERSARY OF THE CREATION OF AKWA IBOM STATE, SEPTEMBER 27, 2014..txt",state,ibom,akwa,people,god,us,creation,bureau,states,let
2350,"STATEMENT BY HIS EXCELLENCY MR. AKINWUNMI AMBODE ON THE SECURITY SITUATION IN LAGOS STATE ON 30TH SEPTEMBER, 2018.txt",state,lagosians,security,primary,law,government,every,dear,lagos,political
2351,"STATEMENT BY HIS EXCELLENCY, MUHAMMADU BUHARI, PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA AT THE GLOBAL EDUCATION SUMMIT ON FINANCING GLOBAL PARTNERSHIP EDUCATION (GPE) 2021- 2025 HELD IN LONDON, UNITED KINGDOM ON 29TH JULY 2021..txt",education,also,years,school,nigeria,increase,next,support,secondary,million
2352,"STATEMENT BY HIS EXCELLENCY, MUHAMMADU BUHARI, PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA, ON THE OCCASION OF THE MAJOR ECONOMIES FORUM ON ENERGY AND CLIMATE CHANGE (MEF), HOSTED BY THE US PRESIDENT, FRIDAY, 17 JUNE 2022..txt",climate,per,cent,change,gas,reduction,energy,methane,also,global
2353,"STATEMENT BY HIS EXCELLENCY, PROF, YEMI OSINBAJO, SAN, GCON, VICE PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA AT THE 52ND ANNUAL NATIONAL CONFERENCE OF THE CHARTERED INSTITUTE OF PERSONNEL MANAGEMENT THEMED: “NIGERIA AND MANPOWER PREPAREDNESS FOR THE AFRICAN CONTINENTAL FREE TRADE AREA” ON THE 26TH OF NOVEMBER, 2020.txt",trade,afcfta,must,free,also,national,african,area,opportunities,negotiations
2354,"STATEMENT BY HIS EXCELLENCY, PROF. YEMI OSINBAJO, SAN, GCON, VICE PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA AT THE 52ND ANNUAL NATIONAL CONFERENCE OF THE CHARTERED INSTITUTE OF PERSONNEL MANAGEMENT THEMED: “NIGERIA AND MANPOWER PREPAREDNESS FOR THE AFRICAN CONTINENTAL FREE TRADE AREA” ON THE 26TH OF NOVEMBER, 2020.txt",trade,afcfta,must,free,also,national,african,area,opportunities,negotiations
2355,"STATEMENT BY HIS EXCELLENCY, PROF. YEMIOSINBAJO, SAN, GCON, VICE PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA AT THE 52ND ANNUAL NATIONAL CONFERENCE OF THE CHARTERED INSTITUTE OF PERSONNEL MANAGEMENT THEMED: “NIGERIA AND MANPOWER PREPAREDNESS FOR THE AFRICAN CONTINENTAL FREE TRADE AREA” ON THE 26TH OF NOVEMBER, 2020.txt",trade,afcfta,must,free,also,national,african,area,opportunities,negotiations
2356,STATEMENT BY MAJOR-GENERAL IRONSI IN LAGOS ON 16 JANUARY 1966.txt,federation,government,military,shall,continue,law,regional,police,affairs,nigeria
2357,STATEMENT BY PRESIDENT GOODLUCK EBELE JONATHAN AFTER THE ANNOUNCEMENT OF THE RESULTS OF PRESIDENTIAL ELECTION 2015.txt,thank,country,march,general,nigerians,party,free,fair,also,democratic
2358,"STATEMENT BY PROFESSOR CHARLES C. SOLUDO GOVERNOR, CENTRAL BANK OF NIGERIA, ABUJA AT THE AFRICAN BANKERS’ FORUM [ABF] WORKSHOP ON “CREATING A CONTINENT-WIDE CORRESPONDENT BANKING NETWORK IN AFRICA”.txt",banks,banking,correspondent,financial,economic,african,system,among,reform,central
2359,STATUS OF REGIONAL INTEGRATION IN ECOWAS.txt,ecowas,trade,regional,member,states,also,african,security,free,union
2360,"STOKELY CARMICHAEL - BLACK POWER SPEECH - BERKELEY, 1966.txt",people,fulani,igbo,country,question,man,must,begin,going,want
2361,SUPREME COURT JUDGMENT POLITICALLY MOTIVATED By MAJOR GENERAL MUHAMMADU BUHARI.txt,court,election,government,country,democratic,supreme,supporters,must,appeal,presidential
2362,Sanusi`s Speech on Nigeria and Northern Dominance culled from Greg Ekhator.txt,people,said,good,country,many,nigeria,like,problem,sokoto,man
2363,Sanusi’s full speech on Nigeria ‘heading for bankruptcy’.txt,petroleum,government,money,people,percent,price,pay,goes,go,need
2364,Saraki @54: Ali Ahmad ‎charges Youths on Creativity and Proper orientation .txt,youth,state,senate,speaker,saraki,would,discover,senator,ahmad,bukola
2365,"Saudi-African Summit | Remarks by President Kagame | Riyadh, 10 November 2023.txt",saudi,royal,arabia,africa,wish,thank,us,remain,need,make
2366,Secretary-General's remarks at joint press encounter with President of Chile.txt,dear,chile,president,people,without,would,international,global,commitment,also
2367,Secretary-General's remarks at press encounter on Sudan.txt,humanitarian,people,sudanese,war,need,el,must,sudan,support,conflict
2368,"Securing Freedom and the Nation - April 9, 2003.txt",civil,liberties,new,data,liberty,tools,need,information,committee,balance
2369,"Security and Freedom through Encryption (SAFE) Act - March 20, 1997.txt",encryption,computer,government,key,private,right,congress,fbi,would,federal
2370,Seeking New Laws.txt,one,get,guess,like,know,would,say,make,new,going
2371,Selected_Speeches_George_W_Bush.txt,ﬁ,people,new,america,must,united,every,one,american,help
2372,Senate President And Chairman Of The National Assembly At The Presentation Of The 2020 Budget Estimates..txt,national,budget,assembly,federal,estimates,government,work,ensure,legislative,republic
2373,"Senator Oluremi Tinubu, OON at the opening ceremony of the 34th annual Women’s Fellowship Conference of the Methodist Church Of Nigeria, Lagos Diocese at the Methodist Boys High School, Victoria Island, Lagos on Friday, August 31, 2012..txt",god,women,bible,fellowship,things,thank,efforts,may,continue,good
2374,"September 17, 1978: President Carter's Remarks on Joint Statement at Camp David Summit.txt",peace,two,nigeria,edo,kamoru,negotiations,would,nigerian,achievement,agreement
2375,September 19.txt,may,public,one,government,upon,must,foreign,country,every,nation
2376,"Seyi Makinde the Governor of Oyo State, at the Commissioning of the Junction Improvements at Agodi-Gate, Civic Centre and Idi Ape, Ibadan on Friday, 22 March 2024..txt",commissioning,projects,junction,improvements,people,oyo,road,prof,charles,chukwuma
2377,"Seyi Makinde, the Executive Governor of Oyo State, at the Commissioning of the Dualised 8.2 km Agodi Gate-Old Ife Road-Alakia-Adegbayi Road Including the Underpass Bridge at the Onipepeye Area of Ibadan on Thursday, 25 January 2024..txt",oyo,state,good,people,agodi,road,airport,commission,km,would
2378,"Seyi Makinde’s Remarks at the Commissioning of the Oyo State Government Lodge Abuja on May 24, 2023.txt",oyo,state,government,people,good,lodge,project,abuja,asokoro,thank
2379,"Seyi Makinde’s Second Term Inaugural Speech on May 29, 2023.txt",oyo,state,four,omituntun,people,development,another,time,road,ensure
2380,Seyi Makinde’s Speech at the Commissioning of the Construction of the 65m General Gas Flyover and the Dualisation of the 7.2 Km Idi Ape-Basorun-Akobo-Odogbo .txt,oyo,road,let,idi,barracks,ibadan,people,general,gas,flyover
2381,Sgf-keynote-address-on-the-induction-programme-for-governing-board-members-parastatals-uner-sgfi.txt,parastatals,governing,boards,government,executive,public,chief,programme,federal,policy
2382,"Sharia Law: History, Principles, and Contemporary Application.txt",sharia,legal,law,application,islamic,contemporary,countries,human,muslim,family
2383,Sheriff Oborevwori’s inaugural speech as Delta governor.txt,state,delta,governor,okowa,administration,shall,people,leadership,public,also
2384,"Sheryl Sandberg  Opening Statement to the Senate Intelligence Committee on Facebook and Foreign Influence  delivered 5 September 2018, Washington, D.C..txt",chairman,people,interference,also,work,accounts,pages,thank,elections,us
2385,Shettima praises Nigerian women for enduring political marginalisation.txt,women,worth,ms,said,global,participation,nigeria,female,among,magazine
2386,Shirley Chisholm's Equal Rights for Women speech..txt,women,protection,need,prejudice,men,one,equal,rights,laws,woman
2387,Shonekan’s resignation speech after Abacha deposed him.txt,national,interim,government,economic,country,past,put,may,defence,chief
2388,Should kids have more freedom?.txt,think,kids,like,really,kind,much,might,time,allowed,go
2389,Siminalayi Fubara’s inaugural speech as Rivers governor.txt,state,rivers,god,support,thank,continue,us,healthcare,people,work
2390,Soludo’s statement on Peter Obi.txt,peter,obi,even,people,would,anambra,social,state,one,political
2391,"Soong May-ling  (Madame Chiang Kai-Shek)  Address to the U.S. House of Representatives  delivered 18 February 1943, Washington, D.C..txt",nigeria,one,world,must,nigerian,war,ensuring,demonstrating,us,lasting
2392,Soyinka Banquet Speech.txt,alfred,world,especially,yoruba,lyric,time,swedish,ogun,might,ladies
2393,Soyinka Banquet speech.txt,alfred,world,especially,yoruba,lyric,time,swedish,ogun,might,ladies
2394,"Speak positive things about Nigeria, Tinubu urges citizens.txt",country,housing,tinubu,president,nigerians,positive,economic,hope,private,also
2395,Special Message Regarding Transit Across Central north.txt,citizens,nigerian,may,executive,power,property,without,would,lives,redress
2396,"Special Message to Congress on Foreign Policy December 6, 1805.txt",spain,nigeria,minister,spanish,convention,spoliations,carried,would,committed,require
2397,"Special Message to Congress on the Gun Boats February 10, 1807.txt",would,harbors,vessels,number,effect,may,less,shall,nigeria,defense
2398,"Speech By Babatunde Raji Fashola At The Commissioning Of Federal Secretariat Complex, Lafia.txt",members,village,federal,state,maintenance,nasarawa,executive,nigeria,chief,facility
2399,"Speech By His Excellency President Olusegun Obasanjo, At the 57th United Nations General Assembly.txt",international,mr,nigeria,united,peace,efforts,many,community,countries,hiv
2400,"Speech By His Excellency Seyi Makinde, the Executive Governor of Oyo State, During the Presentation of the 2024 Budget of Economic Recovery to the Oyo State House of Assembly on Tuesday, 5 December 2023.txt",hundred,budget,state,oyo,naira,two,economic,total,billion,people
2401,"Speech By His Excellency, Pastor Umo Eno On The Occasion Of His First Anniversary As Governor Akwa Ibom State Government.txt",people,one,arise,ibom,government,state,first,dear,last,continue
2402,"Speech By His Excellency, Pastor Umo Eno On The Occasion Of His First Anniversary As Governor.txt",people,one,arise,ibom,government,state,first,dear,last,continue
2403,Speech By John Momoh At The Afe Babalola University Convocation Lecture Speech By John Momoh At The Afe Babalola University Convocation Lecture.txt,ethnic,national,political,many,nigerian,also,like,conundrum,us,nigeria
2404,"Speech By The Hon Minister Of Information And Culture, Alhaji Lai Mohammed, During The Ministerial Task Force’s Engagement With Stakeholders In Lagos On Monday. 12th April 2021..txt",local,content,dso,advertising,state,production,order,create,tv,media
2405,Speech Delivered By The Senate President And Chairman Of The National Assembly At The Presentation Of The 2020 Budget Estimates..txt,budget,national,assembly,federal,government,work,ensure,estimates,legislative,nigeria
2406,"Speech Delivered by Dr. Akinwumi A. Adesina President, African Development Bank Group - President’s Diplomatic Luncheon for Ambassadors - 29 February 2024.txt",african,development,bank,africa,billion,support,million,global,countries,work
2407,"Speech Delivered by Dr. Akinwumi A. Adesina President, African Development Bank Group Inauguration Lecture for the New President of Nigeria 27 May 2023, Abuja, Nigeria.txt",nigeria,president,development,must,african,bank,tax,hope,support,new
2408,"Speech Delivered by H.E. Prime Minister Recep Tayyip Erdoğan on Libya (Ankara, 7 April 2011).txt",libyan,people,brothers,process,would,libya,transition,take,turkish,humanitarian
2409,"Speech Delivered by Lagos State Governor, Mr. Akinwunmi Ambode at The Launch of the Mile 12 – Ikorodu BRT Extension Project on Thursday, 12th November, 2015.txt",brt,lagos,transport,mile,system,state,ikorodu,public,transportation,world
2410,Speech Of Lagos State Governor at ITF.txt,state,skills,lagos,industrial,itf,empowerment,programme,training,efforts,island
2411,"Speech and Lecture on E-market place project in University of Nigeria Nsukka Speech and Lecture by Vice Chancellor, University of Nigeria Nsukka, Professor Benjamin Chukwuma Ozumba,.txt",university,project,business,within,biometric,identity,cards,security,businesses,operators
2412,"Speech at 19th International AIDS Conference - July 23, 2012.txt",aids,must,many,president,us,global,great,new,end,let
2413,Speech at Chatham House.txt,national,nigeria,security,policy,economic,development,domestic,people,also,foreign
2414,"Speech at Dinner for the Delegates of the Nigerian Military Committee Conference - Sept. 6, 2007.txt",canadian,canada,women,afghan,military,restore,governor,general,welcome,rideau
2415,"Speech at Kano March for Science – April 22, 2017.txt",science,know,innovation,us,country,stand,digital,woman,manufacturing,right
2416,Speech at lunch for Nigerian President (Shehu Shagari).txt,mr,britain,countries,great,country,new,last,within,many,hope
2417,"Speech at the 21st Anniversary of ""Black July"" - July 23, 2004.txt",us,would,one,like,many,today,years,also,think,people
2418,"Speech at the 69th UN General Assembly - Sept. 24, 2014 Dilma Rousseff.txt",also,brazil,must,international,general,rights,million,united,economic,last
2419,"Speech at the Foreclosure Prevention Community Workshop - April 19, 2008.txt",many,families,need,financial,thank,mortgage,also,federal,abuja,serious
2420,"Speech at the Lagos Demographic Summit - ‘Family is the key to security’ session - Sept.14, 2023.txt",family,children,also,want,rate,birth,us,many,think,families
2421,"Speech at the opening ceremony of the National Political Reform Conference in Abuja on February 21, 2005.txt",political,conference,nigeria,us,national,must,people,nigerians,state,may
2422,Speech by Chief Olusegun Obasanjo on the Occasion of the Opening Ceremony of the International Conference on African Legal Resources: Challenges and Opportunities of Legislative Informatics.txt,african,information,legal,legislative,national,management,parliaments,nations,open,conference
2423,"Speech by Dilma Rousseff, Upon Her Removal as President of Brazil, 31 August 2016.txt",coup,right,like,social,history,president,people,brazilian,lula,federal
2424,"Speech by Dr Adesola Adeduntan, CEO, First Bank of Nigeria Limited at the Launch of Lagos State Employment Trust Fund-FirstEdu Partnership at Governor’s Conference Room, Lagos House, Alausa, Ikeja on Wednesday, 23 September 2020 .txt",lagos,state,financial,partnership,educational,services,employment,trust,government,two
2425,"Speech by Dr Adesola Adeduntan, CEO, First Bank of Nigeria Limited at the Launch of Lagos State Employment Trust Fund-FirstEdu Partnership at Governor’s Conference Room, Lagos House, Alausa, Ikeja on Wednesday, 23 September 2020.txt",lagos,state,financial,partnership,educational,services,employment,trust,government,two
2426,"Speech by Fidel Castro, then President of Cuba, at the G77 Summit in Havana, Cuba, in 2000.txt",world,countries,third,many,us,would,wealthy,people,one,also
2427,Speech by Governor Babajide Sanwoolu at the Lagos Employment Summit.txt,lagos,job,employment,creation,significant,market,summit,organized,state,trust
2428,"Speech by H.E. Mr. Moussa Faki, Chairperson of the African Union Commission, at the 33rd session of the Arab Summit in Bahrain, May 2024 .txt",arab,african,king,partnership,highnesses,union,two,war,efforts,achieve
2429,"Speech by HMIC, Alh. Lai Mohammed at the Launch of DSO in Lagos.txt",lagos,digital,television,dso,state,tv,creative,project,train,also
2430,Speech by Head of State Lt-General Olusegun Obasanjo after the Execution of the Officers  that Carried out the Abortive Dimka Coup of February 1976 (Speech Delivered May 1976).txt,government,military,yakubu,public,abortive,coup,british,nigerian,council,federal
2431,Speech by Head of State Lt-General Olusegun Obasanjo after the Execution of the Officers that Carried out the Abortive Dimka Coup of February 1976 (Speech Delivered May 1976).txt,government,military,yakubu,public,abortive,coup,british,nigerian,council,federal
2432,Speech by Head of State Lt-General Olusegun Obasanjo after the Execution of the Officers that Carried out the Abortive Dimka Coup of February 1976 .txt,government,military,yakubu,public,abortive,coup,british,nigerian,council,federal
2433,Speech by Head of State Lt-General Olusegun Obasanjo after the Execution of the Officers that Carried out the Abortive Dimka Coup.txt,government,military,yakubu,public,abortive,coup,british,nigerian,council,federal
2434,Vice-President Josep Borrell in the EP Plenary on the recent attacks in the country.txt,plateau,security,eu,human,rights,nigeria,state,peace,conflict,coexistence
2435,"Speech by His Excellency Seyi Makinde, the Executive Governor of Oyo State, at the 12th Zik Lecture Series Holding at the Nnamdi Azikiwe University, Awka, Anambra State on Thursday, 16 November 2023..txt",would,nigeria,zik,us,one,country,believe,years,today,question
2436,"Speech by Major General Muhammadu Buhari, GCFR.txt",states,muslim,us,government,conflict,project,policy,efforts,need,professor
2437,Speech by Major-General Yakubu Gowon Declaring a Twelve State Structure for Nigeria – May 1967.txt,military,states,federal,eastern,country,state,new,government,region,comprising
2438,Speech by Major-General Yakubu Gowon Declaring a Twelve State Structure for Nigeria.txt,military,states,federal,eastern,country,state,new,government,region,comprising
2439,"Speech by Michelle Bachelet on “Gender-Motivated Killings of Women, Including Femicide”.txt",women,violence,un,human,femicide,justice,often,provide,support,killings
2440,Speech by Minister Bruins Slot at the UNESCO International Conference on Cultural Heritage and Peace.txt,cultural,heritage,destruction,convention,also,armed,work,identity,historical,war
2441,"Speech by Ms. Ngozi Okonjo-Iweala, Managing Director, The World Bank at The Kabul International Conference.txt",government,afghanistan,donors,afghan,world,let,development,set,bank,people
2442,"Speech by Ms. Ngozi Okonjo-Iweala, Managing Director, The World Bank at The London Afghanistan Conference.txt",development,government,must,afghan,public,accountability,afghanistan,economic,like,also
2443,"Speech by Nelson Mandela, former President of South Africa, at the G77 Summit in Johannesburg, South Africa, in 1995..txt",us,world,south,international,better,challenge,together,government,one,humanity
2444,Speech by Ogun State  Governor during a Meeting with State Government Officials 2018..txt,ogun,us,state,work,significant,future,progress,every,continue,election
2445,"Speech by President Buhari at a Banquet During His 2-Day Visit to Lagos State January 23, 2023.txt",lagos,projects,state,lekki,deep,federal,private,sea,economic,well
2446,Speech by President Buhari at a Banquet During His 2-Day Visit to Lagos State.txt,lagos,projects,state,lekki,deep,federal,private,sea,economic,well
2447,"Speech by Seyi Makinde Governor of Oyo State, at the Flag Off of the 32.2 km South-East Wing of the Rashidi Ladoja Circular Road, Ibadan, on Friday, 22 March 2024..txt",wing,project,say,thinking,let,flag,km,rashidi,ladoja,time
2448,"Speech by The HMINO, Mohammed Idris at The 2023 End-of-Year World Press Conference By Tunji Oyeyemi -December 21, 20230.txt",president,security,nigeria,tinubu,also,national,food,federal,new,economic
2449,Speech by Vladimir Putin at the opening meeting of the International Parliamentary Conference “Russia – Latin America”.txt,latin,american,countries,political,international,people,russia,america,also,relations
2450,"Speech by Vladimir Putin, President of Russia, at various G77 summits during his tenure..txt",brics,cooperation,summit,meeting,international,economic,within,year,global,trade
2451,Speech by the Abia State Governor on Interventions to Cushion Economic Challenges.txt,abia,economic,like,projects,state,support,areas,across,initiatives,ensure
2452,Speech by the Abia State Governor on Salary Increment.txt,abia,state,salary,public,work,ensure,servants,welfare,increment,support
2453,Speech by the Adamawa State Governor on Interventions to Cushion Economic Challenges.txt,adamawa,economic,also,challenges,support,improve,quality,aim,affordable,energy
2454,Speech by the Akwa Ibom State Governor on Interventions to Cushion Economic Challenges.txt,ibom,akwa,economic,also,support,challenges,improve,quality,aim,affordable
2455,Speech by the Anambra State Governor on Interventions to Cushion Economic Challenges.txt,anambra,economic,across,like,projects,state,support,areas,interventions,prosperous
2456,Speech by the Bauchi State Governor on Interventions to Cushion Economic Challenges.txt,bauchi,economic,challenges,also,support,state,improve,quality,aim,affordable
2457,Speech by the Bayelsa State Governor on Interventions to Cushion Economic Challenges.txt,economic,bayelsa,also,support,state,challenges,improve,quality,aim,affordable
2458,Speech by the Borno State Governor on Interventions to Cushion Economic Challenges.txt,borno,economic,also,state,support,aim,challenges,improve,quality,ensure
